"center","left","right","steering","x","x1","velocity"
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_17_748.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_17_748.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_17_748.jpg,0,1,0,30.18986
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_17_826.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_17_826.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_17_826.jpg,0,1,0,30.19016
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_17_893.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_17_893.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_17_893.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_17_970.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_17_970.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_17_970.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_045.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_045.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_045.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_123.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_123.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_123.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_203.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_203.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_203.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_285.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_285.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_285.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_362.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_362.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_362.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_442.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_442.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_442.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_509.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_509.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_509.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_579.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_579.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_579.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_662.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_662.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_662.jpg,-0.2,1,0,30.17981
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_741.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_741.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_741.jpg,0,1,0,30.19075
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_823.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_823.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_823.jpg,0,1,0,30.19004
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_891.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_891.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_891.jpg,0,1,0,30.19023
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_18_959.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_18_959.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_18_959.jpg,0,1,0,30.19037
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_038.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_038.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_038.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_108.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_108.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_108.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_176.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_176.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_176.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_250.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_250.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_250.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_328.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_328.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_328.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_405.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_405.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_405.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_478.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_478.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_478.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_553.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_553.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_553.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_627.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_627.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_627.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_705.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_705.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_705.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_778.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_778.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_778.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_854.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_854.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_854.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_929.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_929.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_929.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_19_996.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_19_996.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_19_996.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_067.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_067.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_067.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_143.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_143.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_143.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_219.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_219.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_219.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_297.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_297.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_297.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_368.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_368.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_368.jpg,0,1,0,30.19045
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_441.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_441.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_441.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_511.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_511.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_511.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_579.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_579.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_579.jpg,0,1,0,30.19042
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_659.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_659.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_659.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_738.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_738.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_738.jpg,-0.15,1,0,30.18423
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_808.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_808.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_808.jpg,0,1,0,30.18593
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_889.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_889.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_889.jpg,0,1,0,30.18998
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_20_961.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_20_961.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_20_961.jpg,0,1,0,30.19023
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_039.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_039.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_039.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_121.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_121.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_121.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_189.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_189.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_189.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_263.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_263.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_263.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_329.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_329.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_329.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_402.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_402.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_402.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_471.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_471.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_471.jpg,-0.05,1,0,30.18972
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_539.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_539.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_539.jpg,0,1,0,30.19011
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_605.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_605.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_605.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_687.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_687.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_687.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_755.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_755.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_755.jpg,0,1,0,30.19041
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_826.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_826.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_826.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_907.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_907.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_907.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_21_991.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_21_991.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_21_991.jpg,-0.2,1,0,30.17984
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_072.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_072.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_072.jpg,-0.4,1,0,30.15752
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_148.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_148.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_148.jpg,0,1,0,30.1874
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_220.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_220.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_220.jpg,0,1,0,30.18978
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_294.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_294.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_294.jpg,0,1,0,30.1902
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_372.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_372.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_372.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_444.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_444.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_444.jpg,0,1,0,30.19027
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_523.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_523.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_523.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_597.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_597.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_597.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_675.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_675.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_675.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_755.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_755.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_755.jpg,-0.15,1,0,30.18427
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_836.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_836.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_836.jpg,0,1,0,30.18458
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_909.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_909.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_909.jpg,0,1,0,30.18993
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_22_986.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_22_986.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_22_986.jpg,0,1,0,30.19015
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_060.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_060.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_060.jpg,0,1,0,30.19028
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_135.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_135.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_135.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_207.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_207.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_207.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_290.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_290.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_290.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_370.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_370.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_370.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_444.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_444.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_444.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_524.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_524.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_524.jpg,0,1,0,30.1903
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_608.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_608.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_608.jpg,0,1,0,30.19031
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_676.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_676.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_676.jpg,0,1,0,30.19029
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_742.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_742.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_742.jpg,-0.1,1,0,30.18765
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_824.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_824.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_824.jpg,-0.3,1,0,30.16867
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_893.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_893.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_893.jpg,0,1,0,30.18965
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_23_974.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_23_974.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_23_974.jpg,0,1,0,30.1898
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_24_052.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_24_052.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_24_052.jpg,0,1,0,30.18984
C:\python\keras\self_driving\beta_simulator_windows\data\IMG\center_2018_11_27_21_16_24_129.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\left_2018_11_27_21_16_24_129.jpg,C:\python\keras\self_driving\beta_simulator_windows\data\IMG\right_2018_11_27_21_16_24_129.jpg,0.05,1,0,30.1892
